0	-0.22656025	0.36358187	-0.18320207	0.35832933	0.4244132	0.15155819	0.15698577	0.10200102	-0.08784032	-0.6638377	-0.23720756	0.28023806	-0.54313195	-0.52696	-0.15636456	0.19073303	-0.53722084	-0.24365507	0.38808534	-0.06671809	0.22874302	0.31226602	-0.17446463	-0.06279064	-0.2701326	0.24015787	0.5001736	0.27224928	-0.49637625	0.39604035	0.20018485	0.060645476	0.08712617	0.47246352	0.35050502	0.37616423	0.5059987	-0.33450493	-0.43641093	-0.33146113	-0.587236	0.4875997	0.69338596	0.32266062	-0.22501634	-0.109129995	0.25160965	0.28984615	-0.034143154	0.50915265
1	0.18733221	-0.022668824	-0.47367817	0.33706918	0.2031204	-0.1417961	0.14215057	0.31902844	-0.44567168	-0.35551792	-0.3788692	0.40174705	-0.35792387	-0.21898885	0.123830795	-0.26457715	-0.16153082	-0.29422897	0.34960282	0.10986519	0.30680838	0.046995644	-0.43302327	-0.16936934	-0.3416587	0.57914716	0.25096494	0.24905415	-0.18532944	0.14895013	0.21247546	0.18608038	0.33736545	0.19560263	0.2735175	0.1739079	0.20549068	-0.06706338	-0.18711509	-0.33061296	-0.22849993	0.28182548	0.3925427	0.19720677	-0.04016575	-0.20444496	0.3379857	0.39145032	-0.3837018	0.46164912
2	0.09741435	-0.32751152	-0.1507192	0.15798385	0.23338147	0.20857239	0.13311748	0.17955817	-0.07255467	0.013418031	-0.36902136	0.25059417	-0.2940739	-0.42703402	0.12779684	0.42255142	-0.26816577	-0.25902987	0.2850552	0.4692956	0.33686388	-0.113121554	-0.1514438	0.11906198	-0.51213163	0.27506086	0.108449504	0.20017818	-0.19967444	0.24543592	0.30307892	0.101830766	0.16762288	0.2659635	0.07113549	0.263563	0.20319428	-0.19459808	-0.301271	0.06170712	-0.31943494	0.381381	0.19073945	0.27437422	-0.19272742	-0.23580316	0.22958502	0.2641467	-0.8890126	0.28745717
3	0.056101147	-0.15243568	-0.47980127	0.49780762	0.29744714	-0.1683796	0.23677945	0.28000996	-0.4044312	-0.5032746	-0.23109746	0.20349808	-0.21997334	-0.44596744	-0.37052563	0.3060601	-0.17415428	-0.30266327	0.19814435	0.015516051	0.53119147	0.29771227	-0.15535961	0.022633491	-0.21503793	-0.24810107	0.25070333	0.36187744	-0.2791617	0.3540533	0.1935123	0.07666284	0.293793	0.30387312	0.27905846	0.32248715	0.32232505	-0.030999472	-0.1468052	0.13716188	-0.38365522	0.35816267	-0.061222665	0.36490598	-0.43675983	-0.26196736	0.17544143	0.4491216	-0.3555401	0.41712835
4	-0.08531257	-0.3909483	-0.24066037	0.357023	0.44612995	-0.22597651	0.32748467	0.29822987	-0.03831545	-0.24816507	-0.14548366	0.21643786	-0.2126647	-0.2913822	0.10849163	0.39562452	-0.34780186	-0.20927234	0.28368127	-0.24098559	0.3608752	0.11933947	-0.39491555	0.012432068	-0.14755227	0.70136297	0.17131132	0.35077336	-0.27279633	0.27654213	0.12257904	0.5168414	0.15916583	0.24186748	0.14335023	0.39339706	0.06867223	-0.44110656	-0.49439824	-0.06898994	-0.21933007	0.055270575	0.115718745	0.27481702	-0.25507998	-0.033465635	0.16980812	0.38236636	-0.41236383	0.39067587
5	-0.45137832	-0.5076837	-0.2562796	0.32719874	0.2704478	-0.40900305	0.00731139	0.41526598	-0.51111346	-0.45401394	-0.3763973	0.33822206	-0.57660043	-0.32169682	0.593383	0.46383426	-0.1355526	-0.40730634	0.3709036	0.21538669	0.29176155	0.51406956	-0.28263453	0.38068324	-0.4168552	-0.32141224	0.1583456	0.26630324	-0.35247922	0.16758811	0.2974453	0.22435582	0.4122072	0.24843757	0.31059015	0.3404402	0.29331863	-0.21648991	-0.40851054	-0.22089699	-0.40178767	0.3321461	0.421721	0.181899	-0.33247387	-0.3840972	0.38939038	0.30961654	-0.3434196	0.27393517
6	-0.110697225	-0.5788935	-0.5597465	0.36274633	0.3947326	0.07160474	0.25992402	0.42085665	-0.30861002	-0.38980445	-0.5703588	0.2189096	0.069639	-0.4324853	0.06982019	-0.14428602	-0.41886368	-0.36996964	0.4234531	0.12104082	0.3262588	0.38427904	-0.34593928	-0.33836457	-0.4234599	-0.4763635	0.058071002	0.4515321	-0.52734166	0.45974892	0.46759534	-0.019224286	0.2810004	0.3348087	0.11995175	0.2649476	0.36036474	-0.10657414	-0.32058614	-0.32000133	-0.2339851	0.21308108	0.10223198	0.17434034	-0.08537787	0.040751603	0.32026723	0.53457093	-0.37163413	0.17353743
7	-0.17002684	0.10871684	-0.43784055	0.20387986	0.443359	-0.24418287	0.3353636	0.12983786	-0.2892473	-0.4365847	-0.39377856	0.33658063	-0.09009339	-0.36343643	0.38092458	-0.008943022	-0.4008438	-0.28135034	0.37348783	0.17733729	0.38604707	0.41248894	-0.48371774	-0.053333167	-0.1818583	-0.27216986	0.1845578	0.34756187	-0.20880046	0.39044476	0.34356967	0.46852395	0.58268934	0.22724004	0.22962902	0.41811594	0.5125014	-0.22564751	-0.030271966	-0.021500506	-0.44818318	0.22781478	0.27620503	0.4855078	-0.3017029	-0.26692912	0.29985365	0.35059524	-0.50502807	0.22314516
8	-0.16189145	-0.2896292	-0.49028623	0.4160745	0.5601127	-0.52677375	0.562822	0.033316255	0.008808552	-0.56177944	-0.40390426	0.13496912	-0.37883312	-0.22757669	-0.20331351	0.12793422	-0.5077321	-0.30509922	0.44867015	-0.43242604	0.18382545	0.10397006	-0.24090973	-0.033891063	-0.27260345	-0.91425484	0.30666494	0.33958477	-0.29759052	0.45610762	0.54180366	0.53631073	0.14671889	0.38796952	0.29870078	0.6079827	0.23405527	-0.3943983	-0.4906866	-0.03755007	-0.33669364	0.4295499	0.068683535	0.17448589	-0.14089869	-0.2997272	0.37438768	0.23886363	-0.045977246	0.27896276
9	-0.62146187	-0.26999918	-0.4601901	0.27721724	0.2845076	-0.49462074	0.26245555	0.23974602	-0.22433743	-0.2155029	-0.21015109	0.110725105	-0.18415739	-0.24428016	0.39461482	0.038349368	-0.3210705	-0.33109695	0.2339911	0.31406227	0.15157087	0.48210746	-0.22744092	0.8954026	-0.3845301	-0.3785466	0.33489615	0.36463794	-0.20264082	0.3475958	0.32270873	0.42274946	0.28379387	0.12121732	0.28319636	0.4346087	0.29181954	-0.27396	-0.09719848	-0.2815773	-0.2889517	0.19650903	0.17883354	0.36783558	-0.16074999	-0.19232109	0.31868535	0.23730086	-0.07157697	0.23816848
